name,email,annual_revenue,plan_type,tenure_months,monthly_charges,has_dedicated_csm,csm_name,csm_email,days_since_last_login,events_per_month_trend,support_ticket_velocity,churn_probability,risk_tier,churn_drivers,intervention_status
NovaSeat-1095-JUDTC,1095-judtc@example.com,1140.6,Starter,47,95.05,True,,,90,Declining,1.93,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-3896-RCYYE,3896-rcyye@example.com,640.8,Starter,67,53.4,True,,,23,Stable,0.61,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9638-JIQYA,9638-jiqya@example.com,298.8,Starter,2,24.9,False,,,30,Increasing,0.74,0.0006,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.868}, {""driver"": ""days_since_last_login"", ""impact"": 0.649}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3258-SANFR,3258-sanfr@example.com,536.4,Starter,6,44.7,False,,,27,Stable,0.81,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8971}, {""driver"": ""days_since_last_login"", ""impact"": -0.3077}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3726-TBHQT,3726-tbhqt@example.com,1368.0,Enterprise,71,114.0,True,,,15,Stable,1.05,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3190-ITQXP,3190-itqxp@example.com,243.0,Enterprise,46,20.25,False,,,15,Stable,1.38,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0870-VEMYL,0870-vemyl@example.com,646.2,Starter,5,53.85,True,,,21,Declining,2.97,0.9996,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2063}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-4833-QTJNO,4833-qtjno@example.com,1006.2,Starter,67,83.85,False,,,6,Stable,1.02,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3039-MJSLN,3039-mjsln@example.com,242.4,Starter,3,20.2,False,,,5,Increasing,0.5,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0178-CIIKR,0178-ciikr@example.com,239.4,Starter,3,19.95,False,,,1,Increasing,0.53,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5385-SUIRI,5385-suiri@example.com,1250.4,Starter,52,104.2,False,,,37,Declining,2.07,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-3982-XWFZQ,3982-xwfzq@example.com,603.0,Starter,42,50.25,False,,,54,Declining,2.16,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-5774-QPLTF,5774-qpltf@example.com,244.2,Pro,50,20.35,False,,,11,Stable,0.99,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2322-VCZHZ,2322-vczhz@example.com,1080.0,Starter,23,90.0,False,,,14,Stable,0.69,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5010-IPEAQ,5010-ipeaq@example.com,650.4,Enterprise,67,54.2,True,,,26,Declining,1.09,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9061}, {""driver"": ""days_since_last_login"", ""impact"": -0.7689}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-4009-ALQFH,4009-alqfh@example.com,1194.0,Starter,25,99.5,False,,,29,Declining,3.19,0.9997,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.9594}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}, {""driver"": ""tenure_months"", ""impact"": -0.0852}]",None
NovaSeat-6383-ZTSIW,6383-ztsiw@example.com,1189.2,Pro,39,99.1,False,,,30,Increasing,0.59,0.0005,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.868}, {""driver"": ""days_since_last_login"", ""impact"": 0.649}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8990-YOZLV,8990-yozlv@example.com,802.8,Enterprise,69,66.9,True,,,1,Increasing,1.14,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3069-SSVSN,3069-ssvsn@example.com,310.2,Pro,1,25.85,False,,,16,Stable,1.27,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5222-IMUKT,5222-imukt@example.com,1092.6,Starter,32,91.05,False,,,26,Stable,0.79,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9255}, {""driver"": ""days_since_last_login"", ""impact"": -0.7689}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3627-FCRDW,3627-fcrdw@example.com,852.0,Starter,9,71.0,False,,,66,Declining,3.28,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-7562-GSUHK,7562-gsuhk@example.com,1118.4,Starter,16,93.2,False,,,55,Declining,3.38,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-6685-XSHHU,6685-xshhu@example.com,251.4,Enterprise,60,20.95,False,,,10,Stable,1.26,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8901-UPRHR,8901-uprhr@example.com,1310.4,Enterprise,72,109.2,True,,,21,Declining,1.41,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-4903-UYAVB,4903-uyavb@example.com,232.2,Starter,5,19.35,False,,,29,Stable,1.69,0.9996,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.988}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}, {""driver"": ""tenure_months"", ""impact"": 0.0838}]",None
NovaSeat-0118-JPNOY,0118-jpnoy@example.com,1029.6,Starter,26,85.8,False,,,23,Stable,0.74,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6776-TLWOI,6776-tlwoi@example.com,238.2,Starter,3,19.85,False,,,54,Declining,2.75,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-3845-FXCYS,3845-fxcys@example.com,235.8,Starter,2,19.65,False,,,1,Stable,0.75,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5857-XRECV,5857-xrecv@example.com,246.0,Pro,2,20.5,False,,,15,Stable,0.5,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0725-CXOTM,0725-cxotm@example.com,1075.8,Pro,36,89.65,True,,,11,Stable,1.15,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4343-EJVQB,4343-ejvqb@example.com,892.2,Starter,7,74.35,False,,,22,Increasing,0.54,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9000-PLFUZ,9000-plfuz@example.com,593.4,Enterprise,60,49.45,False,,,14,Declining,0.71,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-3427-GGZZI,3427-ggzzi@example.com,1069.2,Starter,19,89.1,False,,,30,Increasing,1.22,0.0006,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.868}, {""driver"": ""days_since_last_login"", ""impact"": 0.649}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7779-ORAEL,7779-orael@example.com,901.8,Enterprise,45,75.15,True,,,0,Stable,1.17,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0644-OQMDK,0644-oqmdk@example.com,847.8,Starter,4,70.65,False,,,24,Declining,0.57,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9174}, {""driver"": ""days_since_last_login"", ""impact"": -0.8214}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-4077-CROMM,4077-cromm@example.com,1250.4,Starter,31,104.2,True,,,75,Stable,1.81,0.9998,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-3154-CFSZG,3154-cfszg@example.com,1080.6,Starter,47,90.05,False,,,22,Increasing,1.43,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9022}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2868-MZAGQ,2868-mzagq@example.com,951.0,Starter,1,79.25,False,,,37,Declining,1.63,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-4847-QNOKA,4847-qnoka@example.com,538.8,Starter,1,44.9,False,,,54,Declining,2.3,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-2220-IAHLS,2220-iahls@example.com,232.8,Starter,1,19.4,False,,,17,Increasing,1.23,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1658-XUHBX,1658-xuhbx@example.com,1065.0,Starter,59,88.75,False,,,2,Stable,1.17,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6379-RXJRQ,6379-rxjrq@example.com,841.2,Starter,10,70.1,False,,,75,Declining,3.33,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-2378-HTWFW,2378-htwfw@example.com,1092.0,Starter,35,91.0,False,,,14,Increasing,0.66,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8650-RHRKE,8650-rhrke@example.com,355.8,Starter,4,29.65,False,,,45,Declining,3.77,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-4377-VDHYI,4377-vdhyi@example.com,1089.6,Pro,32,90.8,False,,,12,Stable,1.46,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8655}, {""driver"": ""days_since_last_login"", ""impact"": -0.8532}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0475-RIJEP,0475-rijep@example.com,934.2,Starter,43,77.85,False,,,39,Declining,3.38,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-1260-TTRXI,1260-ttrxi@example.com,651.6,Starter,4,54.3,False,,,58,Declining,2.69,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-3719-TDVQB,3719-tdvqb@example.com,227.4,Enterprise,54,18.95,False,,,12,Increasing,1.1,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6328-ZPBGN,6328-zpbgn@example.com,1141.8,Starter,11,95.15,False,,,23,Declining,3.49,0.9996,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2063}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-0201-MIBOL,0201-mibol@example.com,1228.8,Enterprise,66,102.4,False,,,4,Increasing,1.19,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4937-QPZPO,4937-qpzpo@example.com,1198.8,Pro,61,99.9,False,,,27,Increasing,1.41,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8971}, {""driver"": ""days_since_last_login"", ""impact"": -0.3077}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2925-VDZHY,2925-vdzhy@example.com,1064.4,Enterprise,72,88.7,True,,,18,Increasing,0.66,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6981-TDRFT,6981-tdrft@example.com,651.6,Pro,44,54.3,True,,,20,Increasing,1.32,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3413-CSSTH,3413-cssth@example.com,668.4,Starter,41,55.7,False,,,23,Increasing,0.7,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8033-VCZGH,8033-vczgh@example.com,1247.4,Pro,50,103.95,False,,,27,Declining,0.53,0.0004,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8777}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}, {""driver"": ""days_since_last_login"", ""impact"": -0.3077}]",None
NovaSeat-4789-KWMXN,4789-kwmxn@example.com,1330.2,Pro,47,110.85,True,,,83,Declining,1.53,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-0224-NIJLP,0224-nijlp@example.com,241.8,Enterprise,8,20.15,False,,,20,Increasing,0.82,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7542-CYDDM,7542-cyddm@example.com,240.6,Starter,18,20.05,False,,,21,Increasing,0.54,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4718-WXBGI,4718-wxbgi@example.com,1103.4,Enterprise,72,91.95,True,,,9,Increasing,1.48,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.824}, {""driver"": ""days_since_last_login"", ""impact"": -0.8439}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2867-UIMSS,2867-uimss@example.com,966.0,Starter,1,80.5,False,,,52,Declining,3.6,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-8495-PRWFH,8495-prwfh@example.com,667.8,Starter,42,55.65,False,,,7,Increasing,1.4,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0439-IFYUN,0439-ifyun@example.com,896.4,Starter,18,74.7,False,,,14,Stable,1.5,0.011,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -3.1576}, {""driver"": ""days_since_last_login"", ""impact"": -1.1515}, {""driver"": ""events_per_month_trend"", ""impact"": -0.3065}]",None
NovaSeat-5716-LIBJC,5716-libjc@example.com,1249.8,Pro,13,104.15,False,,,20,Declining,0.89,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-2868-LLSKM,2868-llskm@example.com,1003.8,Pro,68,83.65,True,,,24,Declining,0.75,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9174}, {""driver"": ""days_since_last_login"", ""impact"": -0.8214}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-8111-RKSPX,8111-rkspx@example.com,866.4,Starter,4,72.2,False,,,70,Declining,2.04,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-2988-QRAJY,2988-qrajy@example.com,1320.6,Enterprise,69,110.05,False,,,27,Stable,1.02,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8971}, {""driver"": ""days_since_last_login"", ""impact"": -0.3077}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1585-MQSSU,1585-mqssu@example.com,618.0,Starter,17,51.5,True,,,65,Stable,3.37,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-0071-NDAFP,0071-ndafp@example.com,306.0,Enterprise,25,25.5,False,,,26,Stable,0.97,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9255}, {""driver"": ""days_since_last_login"", ""impact"": -0.7689}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2856-NNASM,2856-nnasm@example.com,1074.6,Starter,43,89.55,False,,,57,Declining,3.2,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-7328-ZJAJO,7328-zjajo@example.com,234.0,Enterprise,59,19.5,False,,,21,Stable,0.67,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6458-CYIDZ,6458-cyidz@example.com,968.4,Starter,5,80.7,False,,,3,Increasing,0.94,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8559-CIZFV,8559-cizfv@example.com,930.0,Pro,21,77.5,True,,,29,Increasing,2.44,0.9995,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.988}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}, {""driver"": ""tenure_months"", ""impact"": -0.0852}]",None
NovaSeat-1090-PYKCI,1090-pykci@example.com,1261.2,Pro,69,105.1,True,,,23,Stable,1.37,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3058-WQDRE,3058-wqdre@example.com,301.8,Starter,13,25.15,False,,,5,Stable,0.55,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7547-EKNFS,7547-eknfs@example.com,1143.0,Starter,42,95.25,False,,,65,Declining,3.2,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-2279-AXJJK,2279-axjjk@example.com,1147.8,Starter,52,95.65,True,,,30,Increasing,0.6,0.0005,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.868}, {""driver"": ""days_since_last_login"", ""impact"": 0.649}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6769-DYBQN,6769-dybqn@example.com,1020.0,Starter,46,85.0,False,,,26,Stable,2.11,0.9992,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.199}, {""driver"": ""days_since_last_login"", ""impact"": -0.8018}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-0909-SELIE,0909-selie@example.com,969.6,Enterprise,61,80.8,True,,,6,Stable,0.81,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3417-TSCIC,3417-tscic@example.com,298.2,Pro,29,24.85,False,,,9,Stable,0.61,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1042-HFUCW,1042-hfucw@example.com,657.0,Pro,25,54.75,True,,,22,Stable,1.03,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4439-JMPMT,4439-jmpmt@example.com,1029.0,Starter,5,85.75,True,,,39,Stable,2.19,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-6537-OTKMY,6537-otkmy@example.com,609.0,Pro,15,50.75,False,,,15,Stable,1.41,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8999-EXMNO,8999-exmno@example.com,241.8,Enterprise,19,20.15,False,,,1,Increasing,0.75,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6725-TPKJO,6725-tpkjo@example.com,240.6,Enterprise,44,20.05,False,,,23,Increasing,1.22,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2446-BEGGB,2446-beggb@example.com,1179.0,Starter,6,98.25,False,,,23,Stable,3.85,0.9993,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2348}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
